external_id,location,region,province,province_code,match,alias_used,old_lat,old_lon,new_lat,new_lon,distance_shift_km,changed
BENV-2026-BLUETONGUE-83660-BOVINO,BASCIANO,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.594401,13.739647,8.138,true
BENV-2026-BLUETONGUE-83662-BOVINO,CAMPLI,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.726231,13.686284,7.305,true
BENV-2026-BLUETONGUE-83361-BOVINO,ALSENO,Emilia Romagna,Piacenza,PC,municipality_region,false,45.05260,9.69340,44.898364,9.961374,27.174,true
BENV-2026-BLUETONGUE-84201-BOVINO,FLAIBANO,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,46.058333,12.983642,19.414,true
BENV-2026-BLUETONGUE-84763-BOVINO,CASTROVILLARI,Calabria,Cosenza,CS,municipality_region,false,39.29830,16.25370,39.815494,16.202772,57.675,true
BENV-2026-BLUETONGUE-84844-BOVINO,TRIUGGIO,Lombardia,Monza e della Brianza,MB,municipality_region,false,45.58450,9.27440,45.661364,9.267441,8.564,true
BENV-2026-BLUETONGUE-84852-BOVINO,VALVESTINO,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.762092,10.594646,38.557,true
BENV-2026-BLUETONGUE-83380-CAPRA,BORGOSESIA,Piemonte,Vercelli,VC,municipality_region,false,45.32310,8.42390,45.716668,8.276857,45.237,true
BENV-2026-BLUETONGUE-84207-BOVINO,ENDINE GAIANO,Lombardia,Bergamo,BG,municipality_region,false,45.69830,9.67730,45.792486,9.969058,24.945,true
BENV-2026-BLUETONGUE-83879-BOVINO,MORTEGLIANO,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,45.945806,13.172796,14.727,true
BENV-2026-BLUETONGUE-83943-BOVINO,COLLEDARA,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.540868,13.678938,13.481,true
BENV-2026-BLUETONGUE-83726-OVINO,SARDARA,Sardegna,Sud Sardegna,SU,municipality_region,false,39.16720,8.52220,39.616442,8.820634,56.152,true
BENV-2026-BLUETONGUE-83574-BOVINO,VALVESTINO,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.762092,10.594646,38.557,true
BENV-2026-BLUETONGUE-84470-BOVINO,LONATE CEPPINO,Lombardia,Varese,VA,municipality_region,false,45.82060,8.82510,45.704503,8.874286,13.461,true
BENV-2026-BLUETONGUE-84291-BOVINO,ENNA,Sicilia,Enna,EN,municipality_region,false,37.56760,14.27990,37.566757,14.280747,0.120,true
BENV-2026-BLUETONGUE-83268-BOVINO,PIURO,Lombardia,Sondrio,SO,municipality_region,false,46.16990,9.87880,46.330143,9.420908,39.460,true
BENV-2026-BLUETONGUE-84029-BOVINO,MONTEREALE VALCELLINA,Friuli Venezia Giulia,Pordenone,PN,municipality_region,false,45.95690,12.66050,46.160509,12.662136,22.641,true
BENV-2026-BLUETONGUE-84059-BOVINO,AIELLO DEL FRIULI,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,45.872922,13.363628,24.187,true
BENV-2026-BLUETONGUE-84833-BOVINO,REDONDESCO,Lombardia,Mantova,MN,municipality_region,false,45.15640,10.79140,45.166376,10.512282,21.912,true
BENV-2026-BLUETONGUE-82916-BOVINO,SERRAMAZZONI,Emilia Romagna,Modena,MO,municipality_region,false,44.64710,10.92520,44.422462,10.789147,27.207,true
BENV-2026-BLUETONGUE-83828-OVINO,TORREANO,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,46.128525,13.431132,16.444,true
BENV-2026-BLUETONGUE-83525-BOVINO,ANGERA,Lombardia,Varese,VA,municipality_region,false,45.82060,8.82510,45.772188,8.575122,20.114,true
BENV-2026-BLUETONGUE-84290-BOVINO,ENNA,Sicilia,Enna,EN,municipality_region,false,37.56760,14.27990,37.566757,14.280747,0.120,true
BENV-2026-BLUETONGUE-83214-BOVINO,PIANICO,Lombardia,Bergamo,BG,municipality_region,false,45.69830,9.67730,45.809887,10.043060,30.972,true
BENV-2026-BLUETONGUE-82794-BOVINO,MAJANO,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,46.185205,13.068214,18.039,true
BENV-2026-BLUETONGUE-83882-BOVINO,TENNO,Trentino Alto Adige,Trento,TN,municipality_province_code,false,46.07480,11.12170,45.918797,10.832775,28.267,true
BENV-2026-BLUETONGUE-83932-CAPRA,PREMIA,Piemonte,Verbano-Cusio-Ossola,VB,municipality_region,false,45.92140,8.55100,46.268144,8.339000,41.879,true
BENV-2026-BLUETONGUE-84902-BOVINO,PELLEGRINO PARMENSE,Emilia Romagna,Parma,PR,municipality_region,false,44.80150,10.32790,44.733168,9.927556,32.506,true
BENV-2026-BLUETONGUE-83572-BOVINO,LONATO DEL GARDA,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.461039,10.484535,23.066,true
BENV-2026-BLUETONGUE-85326-BOVINO,MESENZANA,Lombardia,Varese,VA,municipality_region,false,45.82060,8.82510,45.947817,8.757834,15.074,true
BENV-2026-BLUETONGUE-84496-BOVINO,PIANICO,Lombardia,Bergamo,BG,municipality_region,false,45.69830,9.67730,45.809887,10.043060,30.972,true
BENV-2026-BLUETONGUE-84788-BOVINO,BASCIANO,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.594401,13.739647,8.138,true
BENV-2026-BLUETONGUE-82918-BOVINO,BORGONOVO VAL TIDONE,Emilia Romagna,Piacenza,PC,municipality_region,false,45.05260,9.69340,45.014362,9.443461,20.095,true
BENV-2026-BLUETONGUE-83560-BOVINO,PELLIZZANO,Trentino Alto Adige,Trento,TN,municipality_province_code,false,46.07480,11.12170,46.309824,10.760451,38.160,true
BENV-2026-BLUETONGUE-85586-BOVINO,CAPO DI PONTE,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,46.030996,10.345862,55.402,true
BENV-2026-BLUETONGUE-84466-BOVINO,SGONICO,Friuli Venezia Giulia,Trieste,TS,municipality_region,false,45.64950,13.77680,45.736024,13.748245,9.873,true
BENV-2026-BLUETONGUE-84472-BOVINO,MARIANO COMENSE,Lombardia,Como,CO,municipality_region,false,45.80810,9.08520,45.697149,9.178344,14.298,true
BENV-2026-BLUETONGUE-83509-OVINO,DORGALI,Sardegna,Nuoro,NU,municipality_region,false,40.32020,9.32640,40.292802,9.588832,22.461,true
BENV-2026-BLUETONGUE-83511-BOVINO,FONTANELICE,Emilia Romagna,Bologna,BO,municipality_region,false,44.49490,11.34260,44.260098,11.559736,31.297,true
BENV-2026-BLUETONGUE-83517-BOVINO,TEGLIO,Lombardia,Sondrio,SO,municipality_region,false,46.16990,9.87880,46.172675,10.064126,14.274,true
BENV-2026-BLUETONGUE-83059-CAPRA,MALVITO,Calabria,Cosenza,CS,municipality_region,false,39.29830,16.25370,39.599698,16.053285,37.674,true
BENV-2026-BLUETONGUE-84779-BOVINO,BISENTI,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.529128,13.801283,16.905,true
BENV-2026-BLUETONGUE-83754-BOVINO,TERAMO,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.658118,13.699625,0.346,true
BENV-2026-BLUETONGUE-83549-BOVINO,FERRANDINA,Basilicata,Matera,MT,municipality_region,false,40.66640,16.60430,40.501218,16.454683,22.294,true
BENV-2026-BLUETONGUE-85259-BOVINO,BUSSETO,Emilia Romagna,Parma,PR,municipality_region,false,44.80150,10.32790,44.980567,10.042075,30.057,true
BENV-2026-BLUETONGUE-83381-BOVINO,ZIBIDO SAN GIACOMO,Lombardia,Milano,MI,municipality_region,false,45.46420,9.19000,45.360000,9.106028,13.312,true
BENV-2026-BLUETONGUE-84212-BOVINO,CELLINO ATTANASIO,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.587311,13.850525,14.873,true
BENV-2026-BLUETONGUE-84129-CAPRA,GRIGNASCO,Piemonte,Novara,NO,municipality_region,false,45.44690,8.62220,45.684099,8.337853,34.433,true
BENV-2026-BLUETONGUE-83970-OVINO,FURORE,Campania,Salerno,SA,municipality_region,false,40.68240,14.76810,40.618936,14.548137,19.853,true
BENV-2026-BLUETONGUE-82928-BOVINO,PELLIZZANO,Trentino Alto Adige,Trento,TN,municipality_province_code,false,46.07480,11.12170,46.309824,10.760451,38.160,true
BENV-2026-BLUETONGUE-84786-BOVINO,LADISPOLI,Lazio,Roma,RM,municipality_region,false,41.90280,12.49640,41.953722,12.073465,35.443,true
BENV-2026-BLUETONGUE-83724-CAPRA,GIUNGANO,Campania,Salerno,SA,municipality_region,false,40.68240,14.76810,40.394707,15.107155,42.945,true
BENV-2026-BLUETONGUE-83540-BOVINO,LEGNANO,Lombardia,Milano,MI,municipality_region,false,45.46420,9.19000,45.594698,8.918360,25.657,true
BENV-2026-BLUETONGUE-85168-BOVINO,VILLACHIARA,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.355375,9.930966,30.145,true
BENV-2026-BLUETONGUE-84399-BOVINO,ALTA VAL TIDONE,Emilia Romagna,Piacenza,PC,municipality_region,false,45.05260,9.69340,44.919977,9.347182,30.966,true
BENV-2026-BLUETONGUE-84498-BOVINO,VALVESTINO,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.762092,10.594646,38.557,true
BENV-2026-BLUETONGUE-84250-BOVINO,CARFIZZI,Calabria,Crotone,KR,municipality_region,false,39.08080,17.12710,39.306360,16.973792,28.348,true
BENV-2026-BLUETONGUE-84564-BOVINO,CASTELVETRO DI MODENA,Emilia Romagna,Modena,MO,municipality_region,false,44.64710,10.92520,44.503462,10.943300,16.036,true
BENV-2026-BLUETONGUE-83213-BOVINO,TRESCORE BALNEARIO,Lombardia,Bergamo,BG,municipality_region,false,45.69830,9.67730,45.696483,9.842557,12.836,true
BENV-2026-BLUETONGUE-83347-BOVINO,RIVA DEL GARDA,Trentino Alto Adige,Trento,TN,municipality_province_code,false,46.07480,11.12170,45.884771,10.839694,30.353,true
BENV-2026-BLUETONGUE-84416-BOVINO,MONTEREALE VALCELLINA,Friuli Venezia Giulia,Pordenone,PN,municipality_region,false,45.95690,12.66050,46.160509,12.662136,22.641,true
BENV-2026-BLUETONGUE-84439-BOVINO,MONCHIO DELLE CORTI,Emilia Romagna,Parma,PR,municipality_region,false,44.80150,10.32790,44.412955,10.124190,46.116,true
BENV-2026-BLUETONGUE-83378-BOVINO,CUNICO,Piemonte,Asti,AT,municipality_region,false,44.90080,8.20660,45.039950,8.096731,17.723,true
BENV-2026-BLUETONGUE-83510-BOVINO,NOTARESCO,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.654145,13.894698,16.022,true
BENV-2026-BLUETONGUE-84202-BOVINO,BAGNOLO MELLA,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.429079,10.184370,12.693,true
BENV-2026-BLUETONGUE-83931-BOVINO,DOMODOSSOLA,Piemonte,Verbano-Cusio-Ossola,VB,municipality_region,false,45.92140,8.55100,46.115245,8.292046,29.401,true
BENV-2026-BLUETONGUE-83981-BOVINO,MONTECHIARUGOLO,Emilia Romagna,Parma,PR,municipality_region,false,44.80150,10.32790,44.693401,10.422480,14.152,true
BENV-2026-BLUETONGUE-84028-BOVINO,SPILIMBERGO,Friuli Venezia Giulia,Pordenone,PN,municipality_region,false,45.95690,12.66050,46.111335,12.901629,25.325,true
BENV-2026-BLUETONGUE-84094-BOVINO,REGALBUTO,Sicilia,Enna,EN,municipality_region,false,37.56760,14.27990,37.653547,14.639636,33.098,true
BENV-2026-BLUETONGUE-84162-BOVINO,TOLMEZZO,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,46.429503,13.056167,42.148,true
BENV-2026-BLUETONGUE-83934-BOVINO,BUDOIA,Friuli Venezia Giulia,Pordenone,PN,municipality_region,false,45.95690,12.66050,46.042962,12.532586,13.755,true
BENV-2026-BLUETONGUE-83971-OVINO,SCALA,Campania,Salerno,SA,municipality_region,false,40.68240,14.76810,40.653614,14.607792,13.894,true
BENV-2026-BLUETONGUE-84889-BOVINO,PONCARALE,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.460663,10.173909,9.472,true
BENV-2026-BLUETONGUE-83711-BOVINO,STRESA,Piemonte,Verbano-Cusio-Ossola,VB,municipality_region,false,45.92140,8.55100,45.883728,8.539027,4.290,true
BENV-2026-BLUETONGUE-83636-BOVINO,MONZAMBANO,Lombardia,Mantova,MN,municipality_region,false,45.15640,10.79140,45.386139,10.692404,26.695,true
BENV-2026-BLUETONGUE-83509-CAPRA,DORGALI,Sardegna,Nuoro,NU,municipality_region,false,40.32020,9.32640,40.292802,9.588832,22.461,true
BENV-2026-BLUETONGUE-83524-BOVINO,MORAZZONE,Lombardia,Varese,VA,municipality_region,false,45.82060,8.82510,45.764961,8.831500,6.207,true
BENV-2026-BLUETONGUE-84319-BOVINO,CASTROVILLARI,Calabria,Cosenza,CS,municipality_region,false,39.29830,16.25370,39.815494,16.202772,57.675,true
BENV-2026-BLUETONGUE-83346-BOVINO,LEDRO,Trentino Alto Adige,Trento,TN,municipality_province_code,false,46.07480,11.12170,45.886414,10.715385,37.742,true
BENV-2026-BLUETONGUE-83919-BOVINO,COSTA VOLPINO,Lombardia,Bergamo,BG,municipality_region,false,45.69830,9.67730,45.829888,10.098161,35.776,true
BENV-2026-BLUETONGUE-83805-CAPRA,ROSE,Calabria,Cosenza,CS,municipality_region,false,39.29830,16.25370,39.398495,16.287193,11.507,true
BENV-2026-BLUETONGUE-83558-BOVINO,CASTEL ROZZONE,Lombardia,Bergamo,BG,municipality_region,false,45.69830,9.67730,45.552277,9.619855,16.840,true
BENV-2026-BLUETONGUE-84745-BOVINO,PALAZZO PIGNANO,Lombardia,Cremona,CR,municipality_region,false,45.13320,10.02270,45.390073,9.569557,45.538,true
BENV-2026-BLUETONGUE-84783-BOVINO,CAMPLI,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.726231,13.686284,7.305,true
BENV-2026-BLUETONGUE-84787-BOVINO,LADISPOLI,Lazio,Roma,RM,municipality_region,false,41.90280,12.49640,41.953722,12.073465,35.443,true
BENV-2026-BLUETONGUE-83561-BOVINO,REGALBUTO,Sicilia,Enna,EN,municipality_region,false,37.56760,14.27990,37.653547,14.639636,33.098,true
BENV-2026-BLUETONGUE-84402-BOVINO,MONTERENZIO,Emilia Romagna,Bologna,BO,municipality_region,false,44.49490,11.34260,44.326882,11.406144,19.353,true
BENV-2026-BLUETONGUE-84497-BOVINO,TRESCORE BALNEARIO,Lombardia,Bergamo,BG,municipality_region,false,45.69830,9.67730,45.696483,9.842557,12.836,true
BENV-2026-BLUETONGUE-84301-CAPRA,VERBANIA,Piemonte,Verbano-Cusio-Ossola,VB,municipality_region,false,45.92140,8.55100,45.937663,8.526530,2.618,true
BENV-2026-BLUETONGUE-84657-BOVINO,FORNI DI SOTTO,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,46.395045,12.670226,56.408,true
BENV-2026-BLUETONGUE-84542-BOVINO,FONTANELLATO,Emilia Romagna,Parma,PR,municipality_region,false,44.80150,10.32790,44.881666,10.172179,15.172,true
BENV-2026-BLUETONGUE-82793-BOVINO,COLLOREDO DI MONTE ALBANO,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,46.166405,13.139017,12.907,true
BENV-2026-BLUETONGUE-83873-BOVINO,CORNEDO ALL\'ISARCO - KARNEID,Trentino Alto Adige,Bolzano/Bozen,BZ,municipality_province_code,true,46.49830,11.35480,46.489912,11.408388,4.207,true
BENV-2026-BLUETONGUE-84777-BOVINO,PENNA SANT\'ANDREA,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.593443,13.772196,9.624,true
BENV-2026-BLUETONGUE-84778-BOVINO,PALAZZO PIGNANO,Lombardia,Cremona,CR,municipality_region,false,45.13320,10.02270,45.390073,9.569557,45.538,true
BENV-2026-BLUETONGUE-84782-BOVINO,CAMPLI,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.726231,13.686284,7.305,true
BENV-2026-BLUETONGUE-84785-BOVINO,CENTALLO,Piemonte,Cuneo,CN,municipality_region,false,44.38450,7.54270,44.501533,7.587830,13.498,true
BENV-2026-BLUETONGUE-82921-BOVINO,NOVA LEVANTE - WELSCHNOFEN,Trentino Alto Adige,Bolzano/Bozen,BZ,municipality_province_code,true,46.49830,11.35480,46.430234,11.538950,16.007,true
BENV-2026-BLUETONGUE-83573-BOVINO,TREMOSINE,Lombardia,Brescia,BS,municipality_region,true,45.54160,10.21180,45.771079,10.760773,49.715,true
BENV-2026-BLUETONGUE-85172-BOVINO,LENO,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.367012,10.218452,19.420,true
BENV-2026-BLUETONGUE-84418-BOVINO,VILLESSE,Friuli Venezia Giulia,Gorizia,GO,municipality_region,false,45.94150,13.62200,45.863908,13.440230,16.500,true
BENV-2026-BLUETONGUE-83251-BOVINO,MONTAGNA IN VALTELLINA,Lombardia,Sondrio,SO,municipality_region,false,46.16990,9.87880,46.178495,9.902950,2.091,true
BENV-2026-BLUETONGUE-83263-BOVINO,FANANO,Emilia Romagna,Modena,MO,municipality_region,false,44.64710,10.92520,44.207737,10.793837,49.956,true
BENV-2026-BLUETONGUE-83345-BOVINO,TENNO,Trentino Alto Adige,Trento,TN,municipality_province_code,false,46.07480,11.12170,45.918797,10.832775,28.267,true
BENV-2026-BLUETONGUE-83145-BOVINO,LADISPOLI,Lazio,Roma,RM,municipality_region,false,41.90280,12.49640,41.953722,12.073465,35.443,true
BENV-2026-BLUETONGUE-84023-BOVINO,PARUZZARO,Piemonte,Novara,NO,municipality_region,false,45.44690,8.62220,45.750241,8.517599,34.698,true
BENV-2026-BLUETONGUE-84048-BOVINO,BEURA-CARDEZZA,Piemonte,Verbano-Cusio-Ossola,VB,municipality_region,false,45.92140,8.55100,46.079578,8.299716,26.193,true
BENV-2026-BLUETONGUE-84092-BOVINO,CIVIDALE DEL FRIULI,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,46.093623,13.430328,15.302,true
BENV-2026-BLUETONGUE-84128-OVINO,BORGOSESIA,Piemonte,Vercelli,VC,municipality_region,false,45.32310,8.42390,45.716668,8.276857,45.237,true
BENV-2026-BLUETONGUE-83807-BOVINO,PONCARALE,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.460663,10.173909,9.472,true
BENV-2026-BLUETONGUE-83661-BOVINO,CAMPLI,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.726231,13.686284,7.305,true
BENV-2026-BLUETONGUE-84406-BOVINO,VALSAMOGGIA,Emilia Romagna,Bologna,BO,municipality_region,false,44.49490,11.34260,44.439824,11.059275,23.302,true
BENV-2026-BLUETONGUE-84468-BOVINO,CAPANNORI,Toscana,Lucca,LU,municipality_region,false,43.84290,10.50270,43.842039,10.573525,5.681,true
BENV-2026-BLUETONGUE-83933-CAPRA,MALESCO,Piemonte,Verbano-Cusio-Ossola,VB,municipality_region,false,45.92140,8.55100,46.126618,8.500919,23.145,true
BENV-2026-BLUETONGUE-84796-BOVINO,CELLINO ATTANASIO,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.587311,13.850525,14.873,true
BENV-2026-BLUETONGUE-83714-BOVINO,PADERNO FRANCIACORTA,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.589187,10.076411,11.793,true
BENV-2026-BLUETONGUE-85515-BOVINO,LENO,Lombardia,Brescia,BS,municipality_region,false,45.54160,10.21180,45.367012,10.218452,19.420,true
BENV-2026-BLUETONGUE-83417-BOVINO,VILLAVALLELONGA,Abruzzo,L'Aquila,AQ,municipality_region,false,42.34980,13.39950,41.866996,13.624510,56.804,true
BENV-2026-BLUETONGUE-83344-BOVINO,VALLARSA,Trentino Alto Adige,Trento,TN,municipality_province_code,false,46.07480,11.12170,45.803355,11.105110,30.211,true
BENV-2026-BLUETONGUE-84776-BOVINO,NOTARESCO,Abruzzo,Teramo,TE,municipality_region,false,42.66120,13.69900,42.654145,13.894698,16.022,true
BENV-2026-BLUETONGUE-83828-CAPRA,TORREANO,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,46.128525,13.431132,16.444,true
BENV-2026-BLUETONGUE-83325-BOVINO,GERMIGNAGA,Lombardia,Varese,VA,municipality_region,false,45.82060,8.82510,45.993507,8.724159,20.752,true
BENV-2026-BLUETONGUE-83877-BOVINO,VARMO,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,45.887015,12.987726,27.980,true
BENV-2026-BLUETONGUE-84757-BOVINO,LEONFORTE,Sicilia,Enna,EN,municipality_region,false,37.56760,14.27990,37.639212,14.392427,12.715,true
BENV-2026-BLUETONGUE-82919-BOVINO,LAMA MOCOGNO,Emilia Romagna,Modena,MO,municipality_region,false,44.64710,10.92520,44.307263,10.731777,40.785,true
BENV-2026-BLUETONGUE-82925-BOVINO,IMER,Trentino Alto Adige,Trento,TN,municipality_province_code,false,46.07480,11.12170,46.151060,11.796303,52.688,true
BENV-2026-BLUETONGUE-83566-OVINO,CIVITAVECCHIA,Lazio,Roma,RM,municipality_region,false,41.90280,12.49640,42.093752,11.792246,61.941,true
BENV-2026-BLUETONGUE-83627-BOVINO,TEGLIO,Lombardia,Sondrio,SO,municipality_region,false,46.16990,9.87880,46.172675,10.064126,14.274,true
BENV-2026-BLUETONGUE-84395-BOVINO,GONARS,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,45.895917,13.237131,19.480,true
BENV-2026-BLUETONGUE-84471-BOVINO,BREBBIA,Lombardia,Varese,VA,municipality_region,false,45.82060,8.82510,45.828539,8.650052,13.593,true
BENV-2026-BLUETONGUE-84504-BOVINO,SASSUOLO,Emilia Romagna,Modena,MO,municipality_region,false,44.64710,10.92520,44.540977,10.782902,16.316,true
BENV-2026-BLUETONGUE-83385-OVINO,CARBONIA,Sardegna,Sud Sardegna,SU,municipality_region,false,39.16720,8.52220,39.165332,8.527834,0.528,true
BENV-2026-BLUETONGUE-83399-OVINO,SAN FLORO,Calabria,Catanzaro,CZ,municipality_region,false,38.90980,16.58770,38.837986,16.518704,9.972,true
BENV-2026-BLUETONGUE-83515-BOVINO,GERA LARIO,Lombardia,Como,CO,municipality_region,false,45.80810,9.08520,46.171099,9.371899,46.042,true
BENV-2026-BLUETONGUE-84157-BOVINO,GROSIO,Lombardia,Sondrio,SO,municipality_region,false,46.16990,9.87880,46.298930,10.274516,33.648,true
BENV-2026-BLUETONGUE-83872-BOVINO,RENON - RITTEN,Trentino Alto Adige,Bolzano/Bozen,BZ,municipality_province_code,true,46.49830,11.35480,46.562935,11.441435,9.776,true
BENV-2026-BLUETONGUE-83982-BOVINO,CASALFIUMANESE,Emilia Romagna,Bologna,BO,municipality_region,false,44.49490,11.34260,44.296864,11.624022,31.382,true
BENV-2026-BLUETONGUE-83900-CAPRA,LONGOBARDI,Calabria,Cosenza,CS,municipality_region,false,39.29830,16.25370,39.207090,16.076490,18.322,true
BENV-2026-BLUETONGUE-83439-CAPRA,TRAMONTI,Campania,Salerno,SA,municipality_region,false,40.68240,14.76810,40.699733,14.641537,10.843,true
BENV-2026-BLUETONGUE-84922-BOVINO,FRANCOFONTE,Sicilia,Siracusa,SR,municipality_region,false,37.07550,15.28660,37.226582,14.881881,39.608,true
BENV-2026-BLUETONGUE-83890-BOVINO,MOTTA CAMASTRA,Sicilia,Messina,ME,municipality_region,false,38.19380,15.55400,37.894319,15.170271,47.309,true
BENV-2026-BLUETONGUE-85257-BOVINO,FIDENZA,Emilia Romagna,Parma,PR,municipality_region,false,44.80150,10.32790,44.866522,10.061194,22.239,true
BENV-2026-BLUETONGUE-84024-OVINO,CAROLEI,Calabria,Cosenza,CS,municipality_region,false,39.29830,16.25370,39.256292,16.220093,5.494,true
BENV-2026-BLUETONGUE-84491-OVINO,PIEVE TORINA,Marche,Macerata,MC,municipality_region,false,43.29840,13.45310,43.043287,13.048911,43.349,true
BENV-2026-BLUETONGUE-85066-CAPRA,SANTA SOFIA D\'EPIRO,Calabria,Cosenza,CS,municipality_region,false,39.29830,16.25370,39.547090,16.329117,28.413,true
BENV-2026-BLUETONGUE-84726-BOVINO,SIRACUSA,Sicilia,Siracusa,SR,municipality_region,false,37.07550,15.28660,37.064614,15.290720,1.264,true
BENV-2026-BLUETONGUE-84721-BOVINO,ZIBIDO SAN GIACOMO,Lombardia,Milano,MI,municipality_region,false,45.46420,9.19000,45.360000,9.106028,13.312,true
BENV-2026-BLUETONGUE-84921-BOVINO,FRANCOFONTE,Sicilia,Siracusa,SR,municipality_region,false,37.07550,15.28660,37.226582,14.881881,39.608,true
BENV-2026-BLUETONGUE-85312-CAPRA,MARANO MARCHESATO,Calabria,Cosenza,CS,municipality_region,false,39.29830,16.25370,39.315993,16.173791,7.151,true
